Price,Neighborhood,Floor,Square Area,Bedrooms,Bathrooms,Security,Airconditioning,Parking,Balcony,Pets Allowed,Furnishing,Rating,ReviewsCount,school,hospital,shopping_mall,supermarket,church,park,gym,restaurant,bank,pharmacy,police,subway_station,train_station,university,transit_station,bus_station,Swimming pool,Multi-Purpose Hall,Function Rooms,Gym,Study Hall,Concierge,Jogging Trail,Play Room,Storage Space,occupancy
25000,3,15.0,32.0,0,1,1.0,0.0,0,0,0,1,4.3,23.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0
23000,4,24.0,28.0,0,1,1.0,1.0,1,0,0,0,4.1,36.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0
25000,7,10.0,21.0,0,1,0.0,0.0,0,0,0,0,2.2,9.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0
45000,7,12.0,49.0,1,1,1.0,0.0,1,1,0,0,4.4,37.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
20000,14,30.0,25.0,0,1,1.0,0.0,0,0,0,0,4.4,77.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1
18000,9,15.0,27.0,0,1,1.0,0.0,0,1,0,0,4.3,88.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1
90000,7,15.0,113.0,3,2,1.0,0.0,1,1,0,0,4.4,37.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0
9500,15,3.0,26.0,0,1,1.0,0.0,0,1,0,2,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
30000,4,17.0,62.0,1,1,1.0,0.0,0,0,0,0,3.6,20.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
30500,0,29.0,48.5,2,1,1.0,1.0,1,1,1,2,4.7,185.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1
55000,4,7.0,80.0,2,2,1.0,1.0,1,0,0,0,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0
38000,14,12.0,66.0,4,2,1.0,0.0,0,1,1,0,3.7,107.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
28000,3,10.0,32.0,0,1,1.0,0.0,0,0,0,0,4.3,23.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0
9500,15,2.0,23.0,0,1,1.0,0.0,1,1,0,2,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
32000,9,28.0,52.0,2,1,1.0,0.0,1,1,0,2,4.3070110701107005,66.5,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0
13500,10,2.0,29.25,2,1,1.0,0.0,0,0,0,2,4.3070110701107005,66.5,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0
25000,7,17.0,27.0,0,1,1.0,0.0,1,0,1,2,4.0,1.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0
20000,8,28.0,24.0,0,1,1.0,0.0,0,0,0,0,4.2,301.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1
16000,4,31.0,24.2,0,1,1.0,0.0,1,0,1,1,4.4,120.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1
25000,7,15.0,27.0,0,1,0.0,0.0,0,0,0,0,4.4,37.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
26000,14,9.0,36.0,1,1,1.0,0.0,0,1,1,2,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0
70000,4,27.0,80.0,2,3,1.0,1.0,1,0,0,0,4.1,36.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0
20000,14,25.0,25.58,0,1,1.0,0.0,0,0,0,0,4.4,77.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1
25000,9,15.0,22.0,0,1,0.0,0.0,0,0,0,0,4.0,23.0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
35000,9,15.0,45.0,1,1,1.0,1.0,1,1,0,0,4.0,23.0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0
23000,0,12.0,36.0,1,1,1.0,0.0,0,0,0,0,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0
19000,7,38.0,21.58,0,1,0.0,0.0,0,0,0,0,4.3,396.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1
40000,0,15.0,39.0,1,1,0.0,0.0,0,0,0,0,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
18000,15,16.0,18.0,0,1,1.0,0.0,1,1,0,0,4.5,103.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1
50000,4,15.0,92.0,2,2,1.0,1.0,1,1,0,0,4.6,194.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1
25000,0,28.0,53.0,2,1,1.0,1.0,0,1,1,2,4.7,185.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1
30000,9,12.0,60.0,2,2,1.0,0.0,0,1,0,0,4.3,88.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1
30000,7,15.0,27.0,0,1,0.0,0.0,0,0,0,0,4.4,37.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0
80000,6,15.0,138.0,3,3,1.0,1.0,1,1,1,1,5.0,1.0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0
40000,4,23.0,65.0,1,2,1.0,0.0,1,0,1,0,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0
28000,0,29.0,56.0,1,1,1.0,0.0,0,1,0,2,5.0,2.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0
22000,9,15.0,22.0,0,1,1.0,0.0,1,0,0,0,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
42000,14,48.0,66.5,2,1,1.0,1.0,1,1,1,2,4.8,16.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0
18000,15,5.0,30.6,2,1,1.0,0.0,0,0,1,2,4.2,21.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
24000,15,30.0,42.0,1,1,1.0,0.0,0,1,1,0,4.5,75.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
25000,4,15.0,31.0,1,1,0.0,0.0,0,0,0,0,4.1,36.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
30000,8,18.0,36.0,1,1,1.0,1.0,0,0,0,0,4.2,14.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0
20000,4,19.0,25.0,0,1,1.0,1.0,0,0,1,0,4.4,165.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1
15000,6,18.0,25.0,0,1,1.0,1.0,0,1,1,2,4.3,375.0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1
35000,0,32.0,53.5,2,1,1.0,0.0,0,1,0,0,4.7,185.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1
20000,14,17.0,28.5,1,1,1.0,0.0,0,1,0,2,4.3070110701107005,66.5,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0
30000,4,21.0,52.0,1,1,1.0,1.0,1,1,0,0,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0
20000,9,34.0,29.0,1,1,1.0,1.0,1,1,1,0,4.5,75.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
40000,7,15.0,47.0,1,1,1.0,1.0,1,0,1,0,4.4,25.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0
20000,14,26.0,25.0,0,1,0.0,0.0,0,0,0,0,4.4,77.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
25000,9,15.0,22.0,0,1,1.0,1.0,1,0,0,0,4.7,16.0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0
40000,0,34.0,67.0,2,1,1.0,1.0,1,1,1,0,4.7,185.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1
25000,8,15.0,36.7,1,1,1.0,1.0,0,0,0,0,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0
25000,8,15.0,23.63,0,1,1.0,0.0,1,1,1,0,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0
18000,9,7.0,36.0,1,1,1.0,0.0,1,1,1,0,4.5,75.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0
45000,0,9.0,63.0,2,2,1.0,0.0,0,1,0,0,3.7,23.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0
16000,10,6.0,22.92,1,1,1.0,0.0,0,0,0,2,4.0,3.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
18000,14,23.0,22.0,0,1,1.0,0.0,0,0,0,0,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0
15000,10,7.0,19.0,0,0,1.0,0.0,1,0,0,0,4.2,85.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1
65000,3,15.0,87.0,2,2,1.0,0.0,1,1,0,1,4.4,44.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
28000,9,28.0,26.0,0,1,1.0,0.0,0,1,0,0,5.0,1.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0
12000,9,29.0,22.4,0,0,0.0,0.0,0,0,0,2,4.7,16.0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
20000,9,15.0,22.0,0,1,1.0,0.0,0,0,0,0,4.5,152.0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1
20000,9,15.0,22.0,0,1,1.0,0.0,0,0,0,0,4.0,23.0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0
18000,3,15.0,22.0,0,1,0.0,0.0,0,0,0,2,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0
8500,15,4.0,24.0,0,1,1.0,0.0,1,1,0,2,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
34000,8,2.0,64.0,2,2,1.0,1.0,1,1,1,0,4.6,91.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1
30000,8,15.0,40.0,1,1,0.0,0.0,0,1,0,0,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
68000,4,20.0,70.0,2,1,1.0,1.0,0,0,0,0,4.4,120.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1
20000,12,35.0,26.3,1,1,1.0,0.0,0,1,0,0,4.1,140.0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1
90000,15,15.0,370.0,4,4,1.0,1.0,1,1,1,1,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0
35000,3,1.0,61.0,1,1,1.0,1.0,0,1,0,2,4.3,23.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
60000,7,17.0,74.0,2,2,1.0,0.0,1,1,1,0,4.4,37.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0
21000,7,21.0,30.0,1,1,1.0,1.0,0,0,0,0,4.5,839.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1
21000,14,19.0,24.0,0,1,1.0,0.0,0,0,0,1,4.6,5.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0
180000,15,15.0,600.0,4,4,1.0,1.0,1,1,1,0,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
20000,9,7.0,23.0,1,1,1.0,0.0,0,1,0,0,4.2,1574.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1
25000,4,11.0,40.0,1,1,1.0,1.0,0,1,1,0,4.4,165.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1
17000,7,15.0,23.0,0,1,1.0,0.0,0,0,0,0,4.3,396.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1
16000,12,15.0,20.0,0,1,1.0,0.0,0,0,0,0,4.1,140.0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1
42000,0,42.0,56.0,2,1,1.0,0.0,1,1,0,0,4.7,185.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1
75000,7,8.0,84.0,2,2,0.0,0.0,0,0,0,0,4.4,37.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
68000,4,8.0,110.0,3,3,1.0,1.0,1,0,0,0,4.1,43.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
23000,4,15.0,40.5,1,1,1.0,0.0,0,0,0,0,3.6,20.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
20000,0,17.0,24.0,0,1,1.0,0.0,0,0,0,0,5.0,6.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0
24000,9,30.0,48.0,2,1,1.0,0.0,0,1,1,2,4.1,83.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1
25000,9,5.0,35.42,1,1,1.0,0.0,0,0,0,1,4.5,152.0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1
25000,14,16.0,45.69,2,1,1.0,0.0,0,0,1,0,4.8,4.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
120000,15,15.0,170.0,3,1,0.0,0.0,0,0,0,2,4.3070110701107005,66.5,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
35000,4,2.0,34.0,0,1,1.0,0.0,1,0,0,0,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0
45000,4,19.0,61.0,3,2,1.0,1.0,1,0,0,0,4.6,1872.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1
63000,7,21.0,84.0,2,2,1.0,0.0,1,1,1,0,4.4,37.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0
65000,0,23.0,82.0,3,2,1.0,0.0,1,1,0,0,4.5,103.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
160000,8,15.0,300.0,6,4,1.0,1.0,1,1,1,0,4.6,35.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18000,4,30.0,36.5,0,1,1.0,0.0,0,0,0,0,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0
22000,9,31.0,37.0,1,1,1.0,0.0,0,1,0,2,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0
18000,7,15.0,24.0,1,1,1.0,0.0,0,0,0,0,4.3,396.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1
25000,8,2.0,55.0,2,1,1.0,0.0,0,0,0,0,4.4,297.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1
18000,9,39.0,28.0,0,1,1.0,1.0,1,1,0,0,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0
9000,15,4.0,23.0,0,1,1.0,0.0,0,1,0,0,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
45000,7,8.0,49.0,1,1,1.0,0.0,1,0,0,1,4.4,37.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0
110000,8,15.0,132.0,2,3,1.0,0.0,1,1,0,0,4.8,4.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0
18000,9,15.0,28.0,1,1,1.0,0.0,1,1,0,0,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
21000,15,5.0,54.0,2,1,1.0,0.0,0,1,1,2,4.4,297.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1
100000,8,11.0,132.0,2,3,1.0,0.0,1,1,0,0,4.8,4.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0
300000,8,15.0,150.0,4,4,1.0,1.0,1,1,1,0,4.3070110701107005,66.5,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0
15000,9,40.0,22.0,0,1,1.0,1.0,0,0,0,2,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,0
15000,8,38.0,23.0,0,1,1.0,0.0,0,0,0,0,4.2,301.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1
18000,9,15.0,22.4,0,1,1.0,1.0,0,0,0,0,4.3070110701107005,66.5,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,1,0
350000,15,15.0,450.0,3,4,0.0,0.0,0,0,0,0,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
18000,14,16.0,20.0,0,1,1.0,0.0,1,0,0,0,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0
20000,0,36.0,34.0,1,1,1.0,0.0,0,1,1,1,4.3,65.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0
18000,9,15.0,22.0,0,1,1.0,0.0,0,0,0,0,4.0,23.0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0
55000,8,27.0,72.0,2,3,1.0,1.0,1,1,0,1,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0
25000,4,27.0,57.0,0,1,1.0,0.0,0,0,0,0,4.6,1872.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1
58000,4,18.0,89.0,2,2,1.0,1.0,1,1,0,0,4.3070110701107005,66.5,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
20000,7,15.0,27.0,0,1,1.0,1.0,0,0,0,2,4.5,839.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1
16000,12,15.0,20.0,0,1,1.0,0.0,1,0,0,0,4.2,5.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
60000,3,29.0,61.0,1,1,1.0,0.0,0,1,0,0,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
18000,4,45.0,24.2,0,1,1.0,1.0,1,0,0,1,4.6,1872.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
61000,3,17.0,62.0,1,1,1.0,1.0,1,1,0,0,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0
18000,10,7.0,32.46,1,1,1.0,0.0,0,1,0,1,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
14000,2,11.0,32.0,0,1,1.0,0.0,0,0,1,2,4.6,18.0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0
48000,3,52.0,61.0,1,1,1.0,1.0,1,1,0,0,3.0,1.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
25000,8,15.0,36.7,1,1,1.0,1.0,0,0,0,0,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0
23000,8,15.0,36.7,1,1,1.0,1.0,0,0,0,0,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0
27000,8,15.0,36.7,1,1,1.0,1.0,0,0,0,0,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0
16000,9,7.0,22.0,0,1,1.0,0.0,1,0,0,0,4.0,136.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0
20000,9,2.0,21.0,0,1,0.0,0.0,0,0,0,0,4.5,13607.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1
28000,9,10.0,35.0,1,1,1.0,0.0,0,0,0,0,4.5,152.0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1
21000,7,18.0,31.0,1,1,1.0,0.0,0,1,0,0,3.9,87.0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0
17000,9,7.0,22.0,0,1,1.0,0.0,0,0,0,0,4.0,136.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0
15000,14,15.0,20.0,0,1,1.0,0.0,0,0,0,0,4.1,254.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1
80000,3,52.0,88.0,2,1,1.0,0.0,1,1,0,0,4.4,44.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0
18000,9,3.0,22.0,0,1,1.0,0.0,0,0,0,1,4.5,152.0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1
20000,9,9.0,21.0,0,1,1.0,0.0,0,0,0,0,4.5,13607.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1
15000,9,7.0,22.0,0,1,1.0,1.0,0,0,0,2,4.0,136.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0
17000,9,33.0,28.0,1,1,1.0,0.0,1,1,0,1,4.6,16.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
50000,4,15.0,106.5,3,3,1.0,1.0,1,0,1,2,4.1,43.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0
30000,4,11.0,38.0,1,1,1.0,0.0,0,0,0,1,4.4,120.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1
18000,9,33.0,28.0,1,1,1.0,0.0,0,1,0,1,4.6,16.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0
23000,7,8.0,30.0,0,1,1.0,0.0,0,1,0,2,4.2,19.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0
25000,9,3.0,50.0,2,1,1.0,0.0,1,1,0,0,4.3070110701107005,66.5,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0
33000,0,41.0,48.5,2,1,1.0,0.0,0,1,0,0,4.7,185.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1
22000,0,18.0,22.0,0,1,1.0,1.0,0,0,0,0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0
30000,8,30.0,40.0,1,1,1.0,1.0,0,0,0,0,4.3070110701107005,66.5,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0
